,ip,date,time,cik,accession,extention
251,108.91.91.hbc,2017-06-30,00:00:01,1627387.0,0001209191-17-042396,.txt
252,108.91.91.hbc,2017-06-30,00:00:01,1627387.0,0001209191-17-042396,.txt
253,109.145.75.gge,2017-06-30,00:00:01,352915.0,0001181431-06-053394,xslF345X02/rrd130667.xml
254,109.145.75.gge,2017-06-30,00:00:01,19617.0,0000019617-06-000468,xslF345X02/win890.xml
255,109.145.75.gge,2017-06-30,00:00:01,1255821.0,0001369224-06-000002,xslF345X02/primary_doc.xml
256,109.145.75.gge,2017-06-30,00:00:01,200406.0,0000200406-06-000107,-index.htm
257,109.145.75.gge,2017-06-30,00:00:01,746598.0,0001345100-06-000318,edgar.xml
258,109.145.75.gge,2017-06-30,00:00:01,842162.0,0000950124-06-004738,-index.htm
259,109.145.75.gge,2017-06-30,00:00:01,352915.0,0001181431-06-052580,-index.htm
260,109.145.75.gge,2017-06-30,00:00:01,108985.0,0000108985-06-000074,primary_doc.xml
261,109.145.75.gge,2017-06-30,00:00:01,835324.0,0001193421-06-000011,edgar.xml
262,109.145.75.gge,2017-06-30,00:00:01,352915.0,0001181431-06-052579,rrd130175.xml
263,109.145.75.gge,2017-06-30,00:00:01,19617.0,0000019617-06-000468,-index.htm
264,109.145.75.gge,2017-06-30,00:00:01,352915.0,0001181431-06-053394,-index.htm
265,109.145.75.gge,2017-06-30,00:00:01,19617.0,0000019617-06-000467,mac888.xml
266,109.145.75.gge,2017-06-30,00:00:01,320187.0,0000320187-06-000144,edgardoc.xml
267,115.111.60.idd,2017-06-30,00:00:01,912752.0,0000912752-17-000006,-index.htm
268,116.226.185.ceb,2017-06-30,00:00:01,858446.0,0000895421-09-000269,-index.htm
269,116.226.185.ceb,2017-06-30,00:00:01,858446.0,0001191638-09-000163,-index.htm
270,117.91.231.fjf,2017-06-30,00:00:01,1100663.0,0001193125-17-218506,-index.htm
271,117.91.231.fjf,2017-06-30,00:00:01,1053092.0,0000950103-17-006276,-index.htm
272,117.91.231.fjf,2017-06-30,00:00:01,1053092.0,0000950103-17-006276,-index.htm
273,117.91.231.fjf,2017-06-30,00:00:01,886982.0,0001140361-17-026672,-index.htm
274,117.91.231.fjf,2017-06-30,00:00:01,1053092.0,0000950103-17-006276,-index.htm
275,117.91.231.fjf,2017-06-30,00:00:01,886982.0,0001140361-17-026672,-index.htm
276,117.91.231.fjf,2017-06-30,00:00:01,1100663.0,0001193125-17-218506,-index.htm
277,117.91.231.fjf,2017-06-30,00:00:01,1053092.0,0000950103-17-006275,-index.htm
278,12.249.145.dad,2017-06-30,00:00:01,1437557.0,0001144204-17-024862,v466257_8-a12b.htm
279,121.40.94.bcj,2017-06-30,00:00:01,1105705.0,0001127602-17-021899,-index.htm
280,121.40.94.bcj,2017-06-30,00:00:01,1105705.0,0001127602-17-021899,-index.htm
281,128.138.64.cej,2017-06-30,00:00:01,928465.0,0000928465-06-000042,.txt
282,128.138.64.cej,2017-06-30,00:00:01,874710.0,0000950137-06-010480,.txt
283,128.250.0.cdg,2017-06-30,00:00:01,935469.0,0000935469-03-000009,exelmsc9.txt
284,137.135.107.cje,2017-06-30,00:00:01,1644587.0,0001209191-17-042334,-index.htm
285,137.135.107.cje,2017-06-30,00:00:01,1645192.0,0001398344-17-008104,-index.htm
286,137.135.107.cje,2017-06-30,00:00:01,1645192.0,0001398344-17-008104,-index.htm
287,137.135.107.cje,2017-06-30,00:00:01,1644587.0,0001209191-17-042334,-index.htm
288,137.135.107.cje,2017-06-30,00:00:01,1644419.0,0001580642-17-003728,-index.htm
289,137.135.107.cje,2017-06-30,00:00:01,1643304.0,0000899243-17-017517,-index.htm
290,137.135.107.cje,2017-06-30,00:00:01,1644419.0,0001580642-17-003728,-index.htm
291,146.88.97.jag,2017-06-30,00:00:01,1098880.0,0001062993-17-003073,-index.htm
292,146.88.97.jag,2017-06-30,00:00:01,847464.0,0001096906-17-000447,-index.htm
293,146.88.97.jag,2017-06-30,00:00:01,1098880.0,0001062993-17-003073,-index.htm
294,149.56.12.jbf,2017-06-30,00:00:01,860516.0,0000898432-17-000493,-index.htm
295,149.56.12.jbf,2017-06-30,00:00:01,860516.0,0000898432-17-000491,-index.htm
296,149.56.12.jbf,2017-06-30,00:00:01,860516.0,0000898432-17-000493,-index.htm
