,ip,date,time,cik,accession,extention
2253,85.118.133.fcf,2017-06-30,00:00:06,1357671.0,0001213900-17-007013,f4062817taffin_jerrickmedia.xml
2254,94.156.218.jad,2017-06-30,00:00:06,1617798.0,0001276187-17-000057,-index.htm
2255,94.156.218.jad,2017-06-30,00:00:06,1618174.0,0001140361-17-026711,.txt
2256,94.156.218.jad,2017-06-30,00:00:06,1630050.0,0001630050-17-000003,-index.htm
2257,95.111.49.aed,2017-06-30,00:00:06,1710660.0,0001710660-17-000001,-index.htm
2258,95.111.49.aed,2017-06-30,00:00:06,1541996.0,0001140361-17-026711,.txt
2259,95.111.49.aed,2017-06-30,00:00:06,1103882.0,0001104659-17-042532,-index.htm
2260,99.126.178.bic,2017-06-30,00:00:06,1295391.0,0001209784-17-000052,-index.htm
2261,99.238.177.hec,2017-06-30,00:00:06,1203186.0,0000909654-07-000648,-index.htm
2262,99.238.177.hec,2017-06-30,00:00:06,1203184.0,0000909654-07-000646,-index.htm
2263,99.238.177.hec,2017-06-30,00:00:06,1203186.0,0000909654-07-000648,-index.htm
2264,99.238.177.hec,2017-06-30,00:00:06,1203184.0,0000909654-07-000646,-index.htm
2265,107.23.85.jfd,2017-06-30,00:00:07,1285424.0,0001125282-04-001335,-index.htm
2266,107.23.85.jfd,2017-06-30,00:00:07,1026002.0,0000950131-96-006316,-index.html
2267,107.23.85.jfd,2017-06-30,00:00:07,1026002.0,0001045969-98-000364,-index.html
2268,107.23.85.jfd,2017-06-30,00:00:07,1026002.0,0001045969-98-000650,-index.html
2269,107.23.85.jfd,2017-06-30,00:00:07,1285424.0,0001056404-05-001255,-index.htm
2270,107.23.85.jfd,2017-06-30,00:00:07,1232298.0,0001208646-03-000110,-index.htm
2271,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-005933,-index.htm
2272,107.23.85.jfd,2017-06-30,00:00:07,1325802.0,0001125282-05-002281,-index.htm
2273,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-006348,-index.htm
2274,107.23.85.jfd,2017-06-30,00:00:07,1325802.0,0001056404-06-001163,-index.htm
2275,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-006652,-index.htm
2276,107.23.85.jfd,2017-06-30,00:00:07,1221842.0,0001208646-03-000056,-index.htm
2277,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-007032,-index.htm
2278,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-007206,-index.htm
2279,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-08-000523,-index.htm
2280,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-005886,-index.htm
2281,107.23.85.jfd,2017-06-30,00:00:07,1305478.0,0000905148-07-005929,-index.htm
2282,107.23.85.jfd,2017-06-30,00:00:07,1164067.0,0000950136-01-502140,-index.htm
2283,107.23.85.jfd,2017-06-30,00:00:07,1164067.0,0001020242-02-000118,-index.htm
2284,107.23.85.jfd,2017-06-30,00:00:07,1158189.0,0001020242-02-000055,-index.htm
2285,109.145.75.gge,2017-06-30,00:00:07,352915.0,0001181431-06-053397,xslF345X02/rrd130179.xml
2286,109.145.75.gge,2017-06-30,00:00:07,732712.0,0001233402-06-000208,xslF345X02/edgar.xml
2287,109.145.75.gge,2017-06-30,00:00:07,746598.0,0001345100-06-000321,xslF345X02/edgar.xml
2288,109.145.75.gge,2017-06-30,00:00:07,725363.0,0001236031-06-000022,xslF345X02/primary_doc.xml
2289,109.145.75.gge,2017-06-30,00:00:07,352915.0,0001181431-06-053397,-index.htm
2290,109.145.75.gge,2017-06-30,00:00:07,746598.0,0001345100-06-000321,-index.htm
2291,109.145.75.gge,2017-06-30,00:00:07,352915.0,0001181431-06-053396,rrd130183.xml
2292,109.145.75.gge,2017-06-30,00:00:07,732712.0,0001233402-06-000208,-index.htm
2293,115.111.60.idd,2017-06-30,00:00:07,915840.0,0000915840-17-000021,-index.htm
2294,115.111.60.idd,2017-06-30,00:00:07,1015922.0,0001193125-17-148090,-index.htm
2295,115.111.60.idd,2017-06-30,00:00:07,1015922.0,0001193125-17-148090,-index.htm
2296,115.111.60.idd,2017-06-30,00:00:07,915840.0,0000915840-17-000021,-index.htm
2297,116.226.185.ceb,2017-06-30,00:00:07,858446.0,0001191638-08-001873,-index.htm
2298,117.91.231.fjf,2017-06-30,00:00:07,1053092.0,0000950103-17-006275,-index.htm
2299,117.91.231.fjf,2017-06-30,00:00:07,1479026.0,0001193125-16-634095,-index.htm
2300,117.91.231.fjf,2017-06-30,00:00:07,1053092.0,0000950103-17-006266,-index.htm
2301,117.91.231.fjf,2017-06-30,00:00:07,1053092.0,0000950103-17-006276,-index.htm
2302,117.91.231.fjf,2017-06-30,00:00:07,1027183.0,0001144204-17-034874,-index.htm
2303,117.91.231.fjf,2017-06-30,00:00:07,312070.0,0001193125-17-218445,-index.htm
2304,117.91.231.fjf,2017-06-30,00:00:07,1053092.0,0000950103-17-006276,-index.htm
2305,120.26.124.hbc,2017-06-30,00:00:07,1297989.0,0001144204-17-034079,-index.htm
2306,121.40.65.ebc,2017-06-30,00:00:07,40704.0,0001193125-17-217396,-index.htm
2307,121.40.65.ebc,2017-06-30,00:00:07,40704.0,0001193125-17-217396,-index.htm
2308,121.40.85.fbb,2017-06-30,00:00:07,1062449.0,0001437749-17-012030,-index.htm
2309,121.40.94.bcj,2017-06-30,00:00:07,1526520.0,0001127602-17-022317,-index.htm
2310,128.138.64.cej,2017-06-30,00:00:07,6314.0,0000891092-06-002541,.txt
2311,128.138.64.cej,2017-06-30,00:00:07,6207.0,0000006207-06-000015,.txt
2312,128.250.0.cdg,2017-06-30,00:00:07,935493.0,0001012870-03-000042,dex103.htm
2313,128.250.0.cdg,2017-06-30,00:00:07,935493.0,0001012870-03-000042,dex102.htm
2314,13.94.212.jdf,2017-06-30,00:00:07,1710638.0,0000950142-17-001285,.txt
2315,13.94.212.jdf,2017-06-30,00:00:07,928022.0,0000928022-17-000048,.txt
2316,13.94.212.jdf,2017-06-30,00:00:07,72573.0,0000950142-17-001285,.txt
2317,13.94.212.jdf,2017-06-30,00:00:07,1633917.0,0001633917-17-000119,.txt
2318,13.94.212.jdf,2017-06-30,00:00:07,1710636.0,0001209191-17-042332,.txt
2319,13.94.212.jdf,2017-06-30,00:00:07,1522151.0,0001209191-17-042330,.txt
2320,13.94.212.jdf,2017-06-30,00:00:07,1472294.0,0001209191-17-042329,.txt
2321,13.94.212.jdf,2017-06-30,00:00:07,1708566.0,0001209191-17-042323,.txt
2322,13.94.212.jdf,2017-06-30,00:00:07,1203500.0,0000891839-17-000102,.txt
2323,13.94.212.jdf,2017-06-30,00:00:07,1710636.0,0001209191-17-042332,.txt
2324,13.94.212.jdf,2017-06-30,00:00:07,928022.0,0000928022-17-000048,.txt
2325,13.94.212.jdf,2017-06-30,00:00:07,1561880.0,0001209191-17-042329,.txt
2326,13.94.212.jdf,2017-06-30,00:00:07,1472294.0,0001209191-17-042329,.txt
2327,13.94.212.jdf,2017-06-30,00:00:07,1522151.0,0001209191-17-042330,.txt
2328,13.94.212.jdf,2017-06-30,00:00:07,1391389.0,0001633917-17-000119,.txt
2329,13.94.212.jdf,2017-06-30,00:00:07,1522151.0,0001209191-17-042330,.txt
2330,13.94.212.jdf,2017-06-30,00:00:07,1561880.0,0001209191-17-042329,.txt
2331,13.94.212.jdf,2017-06-30,00:00:07,1203500.0,0000891839-17-000102,.txt
2332,13.94.212.jdf,2017-06-30,00:00:07,72573.0,0000950142-17-001285,.txt
2333,13.94.212.jdf,2017-06-30,00:00:07,1160308.0,0001209191-17-042332,.txt
2334,13.94.212.jdf,2017-06-30,00:00:07,1633917.0,0001633917-17-000119,.txt
2335,13.94.212.jdf,2017-06-30,00:00:07,1708566.0,0001209191-17-042323,.txt
2336,13.94.212.jdf,2017-06-30,00:00:07,1472294.0,0001209191-17-042329,.txt
2337,13.94.212.jdf,2017-06-30,00:00:07,1561880.0,0001209191-17-042329,.txt
2338,13.94.212.jdf,2017-06-30,00:00:07,1561880.0,0001209191-17-042330,.txt
2339,13.94.212.jdf,2017-06-30,00:00:07,1160308.0,0001209191-17-042332,.txt
2340,13.94.212.jdf,2017-06-30,00:00:07,1710637.0,0001209191-17-042332,.txt
2341,13.94.212.jdf,2017-06-30,00:00:07,1710637.0,0001209191-17-042332,.txt
2342,13.94.212.jdf,2017-06-30,00:00:07,1391389.0,0001633917-17-000119,.txt
2343,13.94.212.jdf,2017-06-30,00:00:07,72573.0,0000950142-17-001285,.txt
2344,13.94.212.jdf,2017-06-30,00:00:07,1710638.0,0000950142-17-001285,.txt
2345,13.94.212.jdf,2017-06-30,00:00:07,31235.0,0000891839-17-000102,.txt
2346,13.94.212.jdf,2017-06-30,00:00:07,1203500.0,0000891839-17-000102,.txt
2347,13.94.212.jdf,2017-06-30,00:00:07,1160308.0,0001209191-17-042332,.txt
2348,13.94.212.jdf,2017-06-30,00:00:07,1391389.0,0001633917-17-000119,.txt
2349,13.94.212.jdf,2017-06-30,00:00:07,1710616.0,0000928022-17-000048,.txt
2350,13.94.212.jdf,2017-06-30,00:00:07,31235.0,0000891839-17-000102,.txt
2351,13.94.212.jdf,2017-06-30,00:00:07,1561880.0,0001209191-17-042330,.txt
2352,13.94.212.jdf,2017-06-30,00:00:07,1710638.0,0000950142-17-001285,.txt
2353,13.94.212.jdf,2017-06-30,00:00:07,1710637.0,0001209191-17-042332,.txt
2354,13.94.212.jdf,2017-06-30,00:00:07,1561880.0,0001209191-17-042330,.txt
2355,13.94.212.jdf,2017-06-30,00:00:07,1708566.0,0001209191-17-042323,.txt
2356,13.94.212.jdf,2017-06-30,00:00:07,31235.0,0000891839-17-000102,.txt
2357,13.94.212.jdf,2017-06-30,00:00:07,1710636.0,0001209191-17-042332,.txt
2358,13.94.212.jdf,2017-06-30,00:00:07,1710616.0,0000928022-17-000048,.txt
2359,13.94.212.jdf,2017-06-30,00:00:07,1633917.0,0001633917-17-000119,.txt
2360,13.94.212.jdf,2017-06-30,00:00:07,1710616.0,0000928022-17-000048,.txt
2361,13.94.212.jdf,2017-06-30,00:00:07,928022.0,0000928022-17-000048,.txt
2362,137.135.107.cje,2017-06-30,00:00:07,1651308.0,0001179110-17-009798,-index.htm
2363,137.135.107.cje,2017-06-30,00:00:07,1651308.0,0001179110-17-009797,-index.htm
2364,137.135.107.cje,2017-06-30,00:00:07,1651844.0,0001651844-17-000006,-index.htm
2365,137.135.107.cje,2017-06-30,00:00:07,1651405.0,0001209191-17-042351,-index.htm
2366,137.135.107.cje,2017-06-30,00:00:07,1651405.0,0001209191-17-042351,-index.htm
2367,137.135.107.cje,2017-06-30,00:00:07,1651308.0,0001179110-17-009798,-index.htm
2368,137.135.107.cje,2017-06-30,00:00:07,1651308.0,0001179110-17-009797,-index.htm
2369,139.199.159.caf,2017-06-30,00:00:07,1116463.0,0001209784-17-000052,-index.htm
2370,144.203.129.hji,2017-06-30,00:00:07,1178862.0,0001178862-15-000012,bir-20141231x10k.htm
2371,148.251.42.eib,2017-06-30,00:00:07,793733.0,0001179110-16-029173,xslF345X01/edgar.xml
2372,149.56.12.jbf,2017-06-30,00:00:07,1184451.0,0001140361-17-017221,-index.htm
2373,149.56.12.jbf,2017-06-30,00:00:07,1033012.0,0001033012-17-000049,-index.htm
2374,149.56.12.jbf,2017-06-30,00:00:07,1033012.0,0001033012-17-000049,-index.htm
2375,149.56.12.jbf,2017-06-30,00:00:07,1184451.0,0001140361-17-017221,-index.htm
2376,149.56.12.jbf,2017-06-30,00:00:07,1487931.0,0001477932-17-001939,-index.htm
2377,155.64.23.eja,2017-06-30,00:00:07,849399.0,0001193125-16-773884,d266986d8k.htm
2378,158.132.91.haf,2017-06-30,00:00:07,1527237.0,0000892712-16-001527,.txt
2379,158.132.91.haf,2017-06-30,00:00:07,1527237.0,0000892712-16-001527,.txt
2380,158.132.91.haf,2017-06-30,00:00:07,1526009.0,0001616318-16-000075,.txt
2381,162.243.71.fcf,2017-06-30,00:00:07,1357671.0,0001213900-17-007011,-index.htm
2382,162.243.71.fcf,2017-06-30,00:00:07,1294693.0,0001127602-17-022428,-index.htm
2383,162.243.71.fcf,2017-06-30,00:00:07,1357671.0,0001213900-17-007011,-index.htm
2384,162.243.71.fcf,2017-06-30,00:00:07,1294693.0,0001127602-17-022428,-index.htm
2385,162.243.71.fcf,2017-06-30,00:00:07,1673655.0,0001213900-17-007013,-index.htm
2386,162.243.71.fcf,2017-06-30,00:00:07,1673655.0,0001213900-17-007013,-index.htm
2387,162.249.57.hhg,2017-06-30,00:00:07,1034592.0,0001437749-14-016649,.txt
2388,163.117.2.gai,2017-06-30,00:00:07,1095357.0,0001032210-03-000508,.txt
2389,163.117.2.gai,2017-06-30,00:00:07,1095357.0,0001032210-00-001960,.txt
2390,165.124.130.igj,2017-06-30,00:00:07,754737.0,0001193125-07-013724,.txt
2391,165.124.130.igj,2017-06-30,00:00:07,1112985.0,0000949353-01-000071,.txt
2392,165.124.130.igj,2017-06-30,00:00:07,1112985.0,0000949353-01-000045,.txt
2393,165.124.130.igj,2017-06-30,00:00:07,1112985.0,0000949353-01-000047,.txt
2394,165.124.130.igj,2017-06-30,00:00:07,1112985.0,0000949353-01-000051,.txt
2395,165.124.130.igj,2017-06-30,00:00:07,1267902.0,0001209191-04-011966,.txt
2396,165.124.130.igj,2017-06-30,00:00:07,754737.0,0000019617-07-000150,.txt
2397,165.124.130.igj,2017-06-30,00:00:07,754737.0,0000913414-07-002094,.txt
2398,165.124.130.igj,2017-06-30,00:00:07,1112985.0,0000949353-01-000046,.txt
2399,165.124.130.igj,2017-06-30,00:00:07,1112985.0,0000949353-01-500028,.txt
2400,165.124.130.jdj,2017-06-30,00:00:07,1219651.0,0001209191-05-016801,.txt
2401,165.124.130.jdj,2017-06-30,00:00:07,1219651.0,0001209191-05-014922,.txt
2402,165.124.130.jdj,2017-06-30,00:00:07,1219651.0,0001209191-05-014920,.txt
2403,165.124.130.jdj,2017-06-30,00:00:07,1219651.0,0001209191-05-016795,.txt
2404,165.124.130.jhd,2017-06-30,00:00:07,882835.0,0001209191-06-018101,.txt
2405,165.124.130.jhd,2017-06-30,00:00:07,864839.0,0001077629-03-000007,.txt
2406,165.124.130.jhd,2017-06-30,00:00:07,894329.0,0000893220-00-000034,.txt
2407,165.124.130.jhd,2017-06-30,00:00:07,894329.0,0000950137-00-000015,.txt
2408,165.124.130.jhd,2017-06-30,00:00:07,894329.0,0000950137-00-000134,.txt
2409,165.124.130.jhd,2017-06-30,00:00:07,882835.0,0001209191-06-004953,.txt
2410,165.124.130.jhd,2017-06-30,00:00:07,882835.0,0001209191-06-003548,.txt
2411,165.124.130.jhd,2017-06-30,00:00:07,864839.0,0001077629-03-000021,.txt
2412,165.124.130.jhd,2017-06-30,00:00:07,864839.0,0001162677-03-000043,.txt
2413,165.124.130.jhd,2017-06-30,00:00:07,894329.0,0000950137-00-001157,.txt
2414,165.124.130.jhd,2017-06-30,00:00:07,882835.0,0001209191-06-003545,.txt
2415,165.124.130.jhd,2017-06-30,00:00:07,864839.0,9999999997-03-026856,.txt
2416,165.124.130.jhd,2017-06-30,00:00:07,882835.0,0001209191-06-011640,.txt
2417,173.254.28.geh,2017-06-30,00:00:07,1691477.0,0001691477-17-000001,-index.htm
2418,173.254.28.geh,2017-06-30,00:00:07,1676315.0,0001676315-17-000007,-index.htm
2419,173.254.28.geh,2017-06-30,00:00:07,1676315.0,0001676315-17-000007,-index.htm
2420,173.254.28.geh,2017-06-30,00:00:07,1691477.0,0001691477-17-000001,-index.htm
2421,177.66.196.jfc,2017-06-30,00:00:07,1107261.0,0001085146-12-001430,.txt
2422,180.76.15.bff,2017-06-30,00:00:07,777001.0,0000909518-98-000416,.txt
2423,180.76.15.edd,2017-06-30,00:00:07,949721.0,0001213900-17-005204,-index.htm
2424,180.76.15.fgg,2017-06-30,00:00:07,777001.0,0000909518-98-000416,.txt
2425,180.76.15.jda,2017-06-30,00:00:07,949721.0,0001213900-17-005204,-index.htm
2426,185.25.32.fdh,2017-06-30,00:00:07,1056285.0,0001192482-15-000255,xslF345X01/edgar.xml
2427,185.25.32.fdh,2017-06-30,00:00:07,1274494.0,0001127602-12-015211,xslF345X03/form4.xml
2428,185.25.32.fdh,2017-06-30,00:00:07,1274494.0,0001127602-12-018664,xslF345X03/form4.xml
2429,188.163.72.idh,2017-06-30,00:00:07,1028584.0,0000950123-10-023518,-index.htm
2430,188.163.72.idh,2017-06-30,00:00:07,1028584.0,0000950123-10-041706,-index.htm
2431,192.223.243.gjc,2017-06-30,00:00:07,1418506.0,0000943440-11-000254,.txt
2432,192.223.243.gjc,2017-06-30,00:00:07,1418506.0,0000943440-11-000254,.txt
2433,192.241.238.hhg,2017-06-30,00:00:07,1647509.0,0001217406-17-000004,.txt
2434,192.241.238.hhg,2017-06-30,00:00:07,1429386.0,0001144204-17-035008,.txt
2435,192.241.238.hhg,2017-06-30,00:00:07,1423221.0,0001127602-17-022424,.txt
2436,192.241.238.hhg,2017-06-30,00:00:07,1552193.0,0001073429-17-000127,.txt
2437,192.241.238.hhg,2017-06-30,00:00:07,1685293.0,0001073429-17-000125,.txt
2438,192.241.238.hhg,2017-06-30,00:00:07,1609580.0,0001609580-17-000003,.txt
2439,192.241.238.hhg,2017-06-30,00:00:07,1258288.0,0001209191-17-042383,.txt
2440,192.241.238.hhg,2017-06-30,00:00:07,1647509.0,0001217406-17-000004,.txt
2441,192.241.238.hhg,2017-06-30,00:00:07,1184211.0,0001021561-17-000096,.txt
2442,192.241.238.hhg,2017-06-30,00:00:07,1685293.0,0001073429-17-000125,.txt
2443,192.241.238.hhg,2017-06-30,00:00:07,1552193.0,0001073429-17-000127,.txt
2444,192.241.238.hhg,2017-06-30,00:00:07,1423221.0,0001127602-17-022424,.txt
2445,192.241.238.hhg,2017-06-30,00:00:07,1609580.0,0001609580-17-000003,.txt
2446,192.241.238.hhg,2017-06-30,00:00:07,1258288.0,0001209191-17-042383,.txt
2447,192.241.238.hhg,2017-06-30,00:00:07,1553058.0,0001073429-17-000129,.txt
2448,192.241.238.hhg,2017-06-30,00:00:07,1553058.0,0001073429-17-000129,.txt
2449,192.241.238.hhg,2017-06-30,00:00:07,1311636.0,0001209191-17-042385,.txt
2450,192.241.238.hhg,2017-06-30,00:00:07,1311636.0,0001209191-17-042385,.txt
2451,192.241.238.hhg,2017-06-30,00:00:07,1184211.0,0001021561-17-000096,.txt
2452,192.241.238.hhg,2017-06-30,00:00:07,1429386.0,0001144204-17-035008,.txt
2453,198.186.138.ggf,2017-06-30,00:00:07,1065865.0,0000950142-12-001746,eh1200983_ex9901.htm
2454,206.155.72.bij,2017-06-30,00:00:07,1041859.0,0001144204-17-035018,-index.htm
2455,206.155.72.bij,2017-06-30,00:00:07,1041859.0,0001144204-17-035018,-index.htm
2456,206.155.72.bij,2017-06-30,00:00:07,1041859.0,0001144204-17-035018,-index.htm
2457,207.241.231.iah,2017-06-30,00:00:07,1025707.0,0001184337-08-000005,.txt
2458,209.249.4.gjc,2017-06-30,00:00:07,1073362.0,0001052918-11-000527,ilc10ksep2911.htm
2459,209.249.4.gjc,2017-06-30,00:00:07,1073362.0,0001052918-12-000404,.txt
2460,209.249.4.gjc,2017-06-30,00:00:07,1073362.0,0001052918-12-000404,ilc10ksept412.htm
2461,209.249.4.gjc,2017-06-30,00:00:07,1073362.0,0001052918-15-000437,.txt
2462,213.105.134.fjf,2017-06-30,00:00:07,1170789.0,0001126328-09-000293,post.txt
2463,216.228.233.jdd,2017-06-30,00:00:07,1571237.0,0001056404-17-002914,-index.htm
2464,216.228.233.jdd,2017-06-30,00:00:07,1328792.0,0001144204-17-034937,-index.htm
2465,216.228.233.jdd,2017-06-30,00:00:07,849401.0,0001437749-17-012017,-index.htm
2466,216.228.233.jdd,2017-06-30,00:00:07,1643660.0,0001540639-17-000249,-index.htm
2467,216.228.233.jdd,2017-06-30,00:00:07,1644825.0,0001144204-17-034947,-index.htm
2468,216.228.233.jdd,2017-06-30,00:00:07,1173204.0,0001628280-17-006835,-index.htm
2469,216.228.233.jdd,2017-06-30,00:00:07,849401.0,0001437749-17-012017,-index.htm
2470,216.228.233.jdd,2017-06-30,00:00:07,1643660.0,0001540639-17-000249,-index.htm
2471,216.228.233.jdd,2017-06-30,00:00:07,1621364.0,0001540639-17-000248,-index.htm
2472,216.228.233.jdd,2017-06-30,00:00:07,1173204.0,0001628280-17-006835,-index.htm
2473,216.228.233.jdd,2017-06-30,00:00:07,1621364.0,0001540639-17-000248,-index.htm
2474,216.228.233.jdd,2017-06-30,00:00:07,1328792.0,0001144204-17-034937,-index.htm
2475,216.228.233.jdd,2017-06-30,00:00:07,1644825.0,0001144204-17-034947,-index.htm
2476,216.228.233.jdd,2017-06-30,00:00:07,1571237.0,0001056404-17-002914,-index.htm
2477,216.244.66.bbi,2017-06-30,00:00:07,785956.0,0001437749-14-013441,jjsf-20140628_def.xml
2478,216.244.66.bbi,2017-06-30,00:00:07,1408276.0,0001213900-14-006619,f10q0314ex31i_sevenarts.htm
2479,216.244.66.ddh,2017-06-30,00:00:07,1158324.0,0001140361-15-002328,xslF345X03/doc1.xml
2480,216.244.66.ddh,2017-06-30,00:00:07,1041792.0,0001041792-04-000011,-index.htm
2481,218.232.78.gfj,2017-06-30,00:00:07,1673655.0,0001213900-17-007013,-index.htm
2482,218.232.78.gfj,2017-06-30,00:00:07,1108524.0,0001127602-17-022430,-index.htm
2483,218.232.78.gfj,2017-06-30,00:00:07,1108524.0,0001127602-17-022430,-index.htm
2484,218.232.78.gfj,2017-06-30,00:00:07,1673655.0,0001213900-17-007013,-index.htm
2485,23.101.153.efc,2017-06-30,00:00:07,315709.0,0001104659-15-015021,a14-26399_3ex99.htm
2486,23.101.153.efc,2017-06-30,00:00:07,878802.0,0001185185-15-001660,ex99-1.htm
2487,23.101.153.efc,2017-06-30,00:00:07,912242.0,0001047469-16-016346,a2229885zex-99_1.htm
2488,34.200.219.dci,2017-06-30,00:00:07,1028954.0,0001496877-17-000050,xslF345X01/primary_doc.xml
2489,34.226.172.ebg,2017-06-30,00:00:07,40545.0,0000947871-17-000435,-index.htm
2490,34.226.172.ebg,2017-06-30,00:00:07,40545.0,0000947871-17-000436,-index.htm
2491,34.226.172.ebg,2017-06-30,00:00:07,40545.0,0000947871-17-000437,-index.htm
2492,34.226.172.ebg,2017-06-30,00:00:07,40545.0,0000040545-17-000033,-index.htm
2493,34.226.172.ebg,2017-06-30,00:00:07,40545.0,0000040545-17-000035,-index.htm
2494,35.167.212.fha,2017-06-30,00:00:07,1318084.0,0001246360-07-002346,-index.htm
2495,35.167.212.fha,2017-06-30,00:00:07,1318084.0,0001246360-07-002345,-index.htm
2496,35.167.212.fha,2017-06-30,00:00:07,1318084.0,0001246360-07-002343,-index.htm
2497,38.105.116.iei,2017-06-30,00:00:07,319037.0,0000319037-97-000021,.txt
2498,38.105.116.iei,2017-06-30,00:00:07,319037.0,0000319037-97-000020,.txt
2499,38.105.116.iei,2017-06-30,00:00:07,319037.0,0000319037-97-000020,.txt
2500,38.105.116.iei,2017-06-30,00:00:07,319037.0,0000319037-97-000021,.txt
2501,38.140.198.dgd,2017-06-30,00:00:07,840489.0,0000840489-17-000073,fcfs062920178-k.htm
2502,38.140.198.dgd,2017-06-30,00:00:07,840489.0,0000840489-17-000073,fcfs062920178-k.htm
2503,38.140.198.dgd,2017-06-30,00:00:07,840489.0,0000840489-17-000073,fcfs06292017exhibit991.htm
2504,38.140.198.dgd,2017-06-30,00:00:07,840489.0,0000840489-17-000073,fcfs06292017exhibit991.htm
2505,38.140.198.dgd,2017-06-30,00:00:07,840489.0,0000840489-17-000073,-index.htm
2506,38.140.198.dgd,2017-06-30,00:00:07,840489.0,0000840489-17-000073,-index.htm
2507,38.88.175.jdd,2017-06-30,00:00:07,8063.0,0001209191-17-042137,.txt
2508,38.88.175.jdd,2017-06-30,00:00:07,1433195.0,0001433195-17-000039,.txt
2509,38.88.175.jdd,2017-06-30,00:00:07,1560568.0,0001209191-17-042154,.txt
2510,40.77.167.hji,2017-06-30,00:00:07,847552.0,0001104659-17-010840,a17-4658_1485apos.htm
2511,40.77.167.hji,2017-06-30,00:00:07,1073894.0,0001193125-15-249847,d75919df3.htm
2512,40.77.167.hji,2017-06-30,00:00:07,28412.0,0000028412-13-000052,a2013annualmeetingpresenta.htm
2513,40.77.167.jde,2017-06-30,00:00:07,749935.0,0000914190-07-000453,edgar.xml
2514,45.32.128.fbb,2017-06-30,00:00:07,1627808.0,0001627808-14-000001,primary_doc.xml
2515,45.32.128.fbb,2017-06-30,00:00:07,1627809.0,0001144204-14-073448,.hdr.sgml
2516,45.32.128.fbb,2017-06-30,00:00:07,1627808.0,0001627808-14-000001,primary_doc.xml
2517,45.32.128.fbb,2017-06-30,00:00:07,1627808.0,0001627808-14-000001,primary_doc.xml
2518,45.32.128.fbb,2017-06-30,00:00:07,1627808.0,0001627808-14-000001,-index.htm
2519,45.32.128.fbb,2017-06-30,00:00:07,1627808.0,0001627808-14-000001,.hdr.sgml
2520,5.9.145.ejd,2017-06-30,00:00:07,811615.0,0000912057-96-012852,.txt
2521,50.116.50.fdf,2017-06-30,00:00:07,1008227.0,0001615774-17-002743,xslF345X03/s106363_form4.xml
2522,50.116.50.fdf,2017-06-30,00:00:07,1488039.0,0001615774-17-002743,-index.htm
2523,52.7.237.jic,2017-06-30,00:00:07,713671.0,0000713671-17-000037,dnbf-20170626x8k.htm
2524,52.7.237.jic,2017-06-30,00:00:07,713671.0,0000713671-17-000037,dnbf-20170626x8k.htm
2525,52.73.13.efh,2017-06-30,00:00:07,1380509.0,0001193125-16-581674,hf-20160331.xml
2526,54.152.59.eci,2017-06-30,00:00:07,1515671.0,0001193125-17-217894,.txt
2527,54.152.59.eci,2017-06-30,00:00:07,1515671.0,0001193125-17-217894,.txt
2528,54.152.59.eci,2017-06-30,00:00:07,806628.0,0000891092-17-004698,.txt
2529,54.152.59.eci,2017-06-30,00:00:07,806628.0,0000891092-17-004698,.txt
2530,54.158.86.dci,2017-06-30,00:00:07,1556766.0,0001209191-17-032367,-index.htm
2531,54.162.220.aah,2017-06-30,00:00:07,1487920.0,0001214659-13-004769,usfc-20121231_def.xml
2532,54.162.220.aah,2017-06-30,00:00:07,1487920.0,0001214659-13-004769,usfc-20121231_lab.xml
2533,54.162.220.aah,2017-06-30,00:00:07,1306035.0,0001023175-05-000150,.txt
2534,54.162.220.aah,2017-06-30,00:00:07,1306035.0,0001023175-05-000150,eleiteprospectus.txt
2535,54.162.220.aah,2017-06-30,00:00:07,1487920.0,0001214659-13-004769,usfc-20121231_cal.xml
2536,54.162.220.aah,2017-06-30,00:00:07,1306035.0,0001023175-05-000150,-index.htm
2537,54.212.94.jcd,2017-06-30,00:00:07,1503584.0,0000930413-12-005781,-index.htm
2538,54.212.94.jcd,2017-06-30,00:00:07,1503584.0,0000930413-12-005781,-index.htm
2539,54.212.94.jcd,2017-06-30,00:00:07,1503584.0,0000930413-12-005781,-index.htm
2540,54.212.94.jcd,2017-06-30,00:00:07,1503584.0,0001317861-12-000107,-index.htm
2541,54.67.64.eij,2017-06-30,00:00:07,1431432.0,0001315863-17-000527,primary_doc.xml
2542,54.86.78.jic,2017-06-30,00:00:07,1404943.0,0001654954-17-005902,mtst8k.htm
2543,54.86.78.jic,2017-06-30,00:00:07,1404943.0,0001654954-17-005902,mtst8k.htm
2544,54.89.107.aah,2017-06-30,00:00:07,1062449.0,0001140361-17-026711,.txt
2545,54.89.107.aah,2017-06-30,00:00:07,1294693.0,0001127602-17-022428,.txt
